price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
20500,2017.0,nissan rogue,excellent,4,gas,21745.0,automatic,wagon,white,1.0,2018-10-18,5
6490,2012.0,chevrolet malibu,excellent,6,gas,,automatic,sedan,black,,2018-12-08,33
11900,2007.0,gmc yukon,excellent,8,gas,165000.0,automatic,SUV,black,1.0,2019-03-19,9
2500,1987.0,ford f-150,good,6,gas,146000.0,manual,pickup,red,,2018-11-17,39
1000,,ford taurus,good,6,gas,81000.0,automatic,sedan,blue,,2019-03-11,52
12900,2010.0,chevrolet silverado 1500,excellent,8,gas,159563.0,automatic,pickup,white,1.0,2018-06-24,27
25900,2014.0,jeep wrangler unlimited,excellent,6,gas,100785.0,automatic,SUV,grey,1.0,2018-11-20,15
34900,2014.0,ram 2500,excellent,,diesel,53041.0,automatic,pickup,white,1.0,2018-12-05,44
31269,2017.0,gmc sierra 1500,excellent,8,gas,76508.0,automatic,pickup,,1.0,2018-08-19,38
38299,2016.0,gmc sierra 1500,excellent,8,gas,31716.0,automatic,pickup,white,1.0,2018-06-23,60
13500,2011.0,jeep grand cherokee,excellent,8,gas,117938.0,automatic,SUV,black,1.0,2018-11-10,43
3900,2008.0,volkswagen passat,excellent,4,gas,130000.0,manual,sedan,white,,2018-08-18,64
2700,2005.0,bmw x5,good,6,gas,240000.0,automatic,SUV,,1.0,2018-05-22,62
33900,2012.0,chevrolet suburban,good,8,gas,,automatic,SUV,,1.0,2018-06-22,87
3920,2000.0,subaru forester,good,4,gas,,automatic,wagon,silver,1.0,2018-05-14,24
4950,2005.0,chevrolet trailblazer,excellent,6,gas,,automatic,SUV,silver,1.0,2018-05-08,16
2741,2004.0,toyota corolla,good,4,gas,250000.0,manual,sedan,,,2019-02-26,29
15995,2011.0,chevrolet tahoe,excellent,8,gas,148335.0,automatic,SUV,black,1.0,2019-01-28,22
12500,2009.0,chevrolet tahoe,excellent,8,gas,173381.0,automatic,SUV,black,1.0,2018-10-05,22
6800,2008.0,kia sorento,excellent,6,gas,,automatic,SUV,,1.0,2018-08-07,27
14500,2009.0,chevrolet suburban,excellent,,gas,139392.0,automatic,SUV,black,1.0,2018-08-11,29
7500,,ford escape,excellent,4,gas,105001.0,automatic,SUV,silver,,2018-06-04,42
2800,2006.0,nissan altima,good,4,gas,145000.0,automatic,sedan,silver,,2019-01-06,39
5000,1996.0,toyota 4runner,good,6,gas,403000.0,automatic,SUV,black,1.0,2019-02-08,1
9995,2008.0,chevrolet silverado,good,8,gas,251000.0,automatic,truck,black,1.0,2018-06-12,143
11995,2007.0,toyota tundra,excellent,6,gas,137000.0,automatic,truck,red,,2018-12-19,12
2500,2000.0,jeep grand cherokee,good,8,gas,170000.0,automatic,SUV,blue,1.0,2018-10-31,43
8500,2007.0,ford escape,excellent,4,hybrid,103965.0,automatic,SUV,green,1.0,2018-06-24,20
6500,,chevrolet equinox,excellent,4,gas,144559.0,automatic,SUV,black,1.0,2018-07-24,27
1800,2001.0,ram 1500,excellent,6,gas,157000.0,manual,truck,green,,2018-12-01,21
4500,2006.0,chevrolet tahoe,excellent,8,gas,167000.0,automatic,SUV,custom,1.0,2019-03-03,37
1800,2001.0,ram 1500,excellent,6,gas,157000.0,manual,truck,green,,2018-11-14,37
5500,1997.0,jeep wrangler,good,6,gas,,automatic,SUV,red,1.0,2018-05-22,17
10995,2008.0,jeep wrangler unlimited,excellent,6,gas,,automatic,SUV,silver,1.0,2019-02-20,112
12500,2016.0,ford focus,excellent,4,gas,,automatic,sedan,white,,2019-01-30,55
20690,2014.0,ford expedition,excellent,8,gas,,automatic,SUV,white,,2018-07-29,102
20867,2017.0,toyota rav4,excellent,4,gas,27000.0,automatic,SUV,grey,,2018-10-07,33
12500,2018.0,ford focus,like new,4,gas,17000.0,manual,sedan,grey,,2018-12-22,67
19680,2017.0,subaru outback,excellent,4,gas,58000.0,automatic,wagon,,1.0,2018-11-30,19
8995,2016.0,ford focus se,excellent,4,gas,86817.0,automatic,sedan,grey,,2019-02-06,49
9500,2012.0,jeep grand cherokee,excellent,6,gas,179500.0,automatic,SUV,black,1.0,2019-02-03,51
7995,2011.0,hyundai santa fe,excellent,4,gas,117097.0,automatic,SUV,silver,1.0,2019-02-24,67
11450,2012.0,gmc acadia,excellent,6,gas,97185.0,automatic,SUV,custom,1.0,2019-01-04,8
8450,2006.0,ford f-150,excellent,8,gas,121311.0,automatic,truck,white,,2018-12-01,46
4750,2004.0,chevrolet silverado,fair,8,gas,174000.0,automatic,pickup,,1.0,2018-07-08,16
3500,1974.0,ford f-250,excellent,8,gas,139000.0,automatic,pickup,orange,,2018-10-28,5
5495,2009.0,nissan altima,excellent,4,gas,98088.0,automatic,sedan,white,,2019-03-08,30
850,2008.0,subaru impreza,fair,4,gas,190000.0,automatic,wagon,custom,1.0,2019-03-19,36
4495,2009.0,nissan altima,excellent,4,gas,112486.0,automatic,sedan,black,,2018-07-28,43
4295,,ford focus,excellent,4,gas,97824.0,automatic,sedan,white,,2018-12-23,45
2750,1998.0,nissan maxima,good,6,gas,,automatic,sedan,custom,,2018-12-15,15
3450,2012.0,kia soul,like new,4,gas,160000.0,manual,SUV,white,,2018-11-02,19
25995,2016.0,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,black,1.0,2018-05-01,6
23500,2003.0,ram 3500,good,6,diesel,123000.0,manual,truck,white,1.0,2018-11-23,30
18985,2018.0,dodge grand caravan,excellent,6,gas,,automatic,mini-van,red,,2019-03-31,44
29375,2018.0,jeep grand cherokee,excellent,,gas,40224.0,automatic,SUV,,1.0,2018-11-01,43
24999,2012.0,chevrolet tahoe,excellent,8,gas,,automatic,SUV,black,1.0,2018-06-20,30
11900,2007.0,ford f-150,excellent,8,gas,73000.0,automatic,truck,custom,1.0,2018-10-24,24
14999,2007.0,jeep wrangler,excellent,6,gas,,automatic,SUV,white,1.0,2018-08-09,41
14999,2012.0,honda cr-v,excellent,4,gas,87000.0,automatic,SUV,brown,1.0,2018-08-13,40
11900,2007.0,gmc yukon,excellent,8,gas,,automatic,SUV,black,1.0,2019-01-18,81
6000,2011.0,nissan sentra,good,4,gas,82461.0,automatic,sedan,black,,2018-10-29,26
4200,1999.0,ram 1500,fair,8,gas,,automatic,pickup,white,1.0,2018-07-12,11
950,1998.0,honda civic lx,fair,4,gas,209433.0,manual,sedan,,,2018-09-20,55
38500,2014.0,chevrolet corvette,like new,8,gas,14500.0,automatic,coupe,black,1.0,2018-12-24,16
6800,2011.0,chevrolet equinox,excellent,6,gas,131000.0,automatic,SUV,red,1.0,2018-06-09,15
8925,2011.0,nissan altima,excellent,4,gas,93922.0,automatic,coupe,black,,2019-01-30,42
15999,2015.0,chevrolet silverado 1500,excellent,8,gas,104551.0,automatic,pickup,,1.0,2018-06-25,29
19999,,jeep wrangler,like new,6,gas,87245.0,automatic,SUV,white,1.0,2019-01-28,12
35925,2018.0,gmc sierra 1500,excellent,8,gas,25511.0,automatic,truck,white,1.0,2018-05-30,37
9995,2007.0,gmc sierra 1500,good,8,gas,125243.0,automatic,pickup,silver,,2019-02-13,28
13500,2006.0,gmc sierra 2500hd,good,8,diesel,233000.0,automatic,pickup,white,1.0,2018-10-31,32
28925,2017.0,chevrolet silverado 1500,excellent,8,gas,69490.0,automatic,truck,white,1.0,2018-07-26,57
31900,2018.0,ford ranger,excellent,4,gas,,automatic,truck,black,1.0,2018-11-15,52
12999,2011.0,jeep grand cherokee,excellent,6,gas,86264.0,automatic,SUV,,1.0,2018-06-26,56
11900,2007.0,ford f-150,excellent,8,gas,73000.0,automatic,truck,custom,1.0,2018-11-10,3
11900,2007.0,gmc yukon,excellent,,gas,165000.0,automatic,SUV,black,1.0,2019-03-26,8
10800,,ram 1500,excellent,8,gas,130970.0,automatic,pickup,silver,1.0,2018-08-05,52
32500,2017.0,toyota tacoma,like new,6,gas,7422.0,automatic,pickup,grey,1.0,2018-09-04,13
30925,2015.0,gmc sierra 1500,excellent,8,gas,68384.0,automatic,truck,black,1.0,2019-02-02,35
5750,2003.0,toyota camry,like new,4,gas,154390.0,automatic,sedan,blue,,2018-12-11,34
19300,2017.0,nissan rogue,excellent,4,gas,16974.0,automatic,wagon,silver,1.0,2018-06-30,32
10500,1994.0,ford econoline,excellent,8,gas,142539.0,automatic,bus,white,,2018-10-07,40
5700,2001.0,ford f-250 super duty,excellent,10,gas,205661.0,automatic,pickup,silver,,2018-11-23,44
25300,2013.0,ford f-150,excellent,,gas,67595.0,automatic,truck,,1.0,2018-05-25,17
17977,2017.0,ford focus,excellent,4,gas,72721.0,manual,hatchback,,,2018-07-04,26
21000,2005.0,chevrolet silverado,excellent,8,diesel,130000.0,automatic,pickup,,1.0,2019-01-08,25
5300,2008.0,honda accord,good,4,gas,,automatic,sedan,,,2018-10-23,45
7795,2013.0,toyota corolla,excellent,4,gas,120771.0,manual,sedan,grey,,2018-09-26,22
16925,2012.0,chevrolet equinox,excellent,4,gas,109977.0,automatic,SUV,silver,1.0,2019-03-08,37
3500,2005.0,honda accord,excellent,4,gas,197000.0,manual,sedan,black,,2019-01-21,32
5500,2005.0,ford f-150,good,,gas,190000.0,automatic,pickup,red,1.0,2018-10-30,22
10000,2014.0,ford fusion,like new,4,gas,75000.0,automatic,sedan,white,,2018-06-01,69
5500,2014.0,ford focus,excellent,4,gas,71000.0,automatic,hatchback,red,,2018-08-18,73
18785,2015.0,chevrolet silverado,excellent,,gas,66573.0,automatic,truck,,,2018-12-27,11
19785,2015.0,chevrolet silverado 1500,good,8,gas,,automatic,truck,grey,1.0,2018-07-06,80
13985,2015.0,jeep grand cherokee,good,4,gas,60104.0,automatic,SUV,red,1.0,2018-08-18,59
23995,2014.0,gmc sierra 1500,good,8,gas,,automatic,truck,white,1.0,2019-02-08,4
6985,2010.0,toyota corolla,good,,gas,,automatic,sedan,grey,,2019-03-09,29
25499,2016.0,chevrolet silverado 1500,excellent,8,gas,91300.0,automatic,pickup,black,1.0,2019-03-22,91
6995,2009.0,gmc sierra 1500,good,8,gas,180486.0,automatic,pickup,white,1.0,2018-10-10,9
9200,1975.0,ford f-150,excellent,,gas,,automatic,truck,green,,2018-08-28,40
10000,2011.0,subaru outback,excellent,4,gas,140000.0,manual,wagon,grey,1.0,2019-02-23,5
6999,2012.0,chrysler 300,good,6,gas,168123.0,automatic,sedan,black,,2019-04-01,34
12000,2012.0,honda pilot,excellent,6,gas,135000.0,automatic,SUV,grey,1.0,2018-08-15,9
9985,2017.0,nissan altima,good,,gas,,automatic,sedan,grey,,2018-11-11,109
900,1998.0,ford f-150,fair,8,gas,198000.0,automatic,truck,black,1.0,2019-02-03,15
14500,2008.0,ford f350 super duty,excellent,8,diesel,118700.0,automatic,pickup,silver,1.0,2019-01-20,29
2495,2000.0,toyota camry,good,,gas,262874.0,automatic,sedan,red,,2018-11-12,58
29998,2013.0,ram 2500,good,6,diesel,70000.0,automatic,pickup,black,1.0,2018-08-12,41
2400,2003.0,ford focus,good,4,gas,178000.0,automatic,sedan,grey,,2018-07-10,38
10000,2007.0,ram 2500,good,8,gas,59600.0,automatic,truck,white,,2019-02-02,53
900,1996.0,ram 2500,fair,,gas,,automatic,pickup,white,,2018-06-19,54
4500,,honda accord,excellent,4,gas,64092.0,automatic,sedan,brown,,2018-10-23,63
7495,2009.0,ford mustang,good,6,gas,95627.0,automatic,coupe,silver,,2019-03-04,95
24300,2013.0,ford f150 supercrew cab xlt,good,6,gas,,other,pickup,red,1.0,2018-09-30,16
29800,2016.0,ford f150 supercrew cab xlt,good,6,gas,30761.0,other,pickup,,1.0,2019-01-12,24
14800,2010.0,ford f-150,excellent,,gas,147000.0,automatic,pickup,blue,1.0,2019-01-08,31
24525,2013.0,ford f-150,excellent,8,gas,76612.0,automatic,truck,black,1.0,2019-03-20,37
44995,2017.0,ford f-250 super duty,excellent,,diesel,98540.0,automatic,pickup,white,1.0,2019-01-20,23
23500,2006.0,chevrolet corvette,excellent,8,gas,49500.0,automatic,convertible,silver,,2019-02-28,24
6000,2004.0,ram 2500,good,8,gas,83000.0,automatic,pickup,silver,1.0,2019-01-26,67
6400,2012.0,kia soul,excellent,4,gas,106000.0,automatic,mini-van,white,,2018-05-02,45
7500,1999.0,ford f-250 super duty,good,8,diesel,,manual,truck,green,1.0,2018-08-16,21
5900,2004.0,ram 1500,good,,gas,137692.0,automatic,pickup,white,,2018-07-17,19
19977,2008.0,chevrolet silverado 1500,excellent,8,gas,87504.0,automatic,pickup,grey,1.0,2018-06-27,26
27977,2008.0,chevrolet silverado 2500hd,excellent,8,diesel,101313.0,automatic,pickup,silver,1.0,2019-01-15,15
24977,2014.0,ford f-150,excellent,6,gas,131592.0,automatic,pickup,,1.0,2018-06-30,9
6990,2008.0,gmc sierra 1500,excellent,6,gas,121419.0,automatic,pickup,white,,2019-03-21,46
17977,2012.0,ford f-150,excellent,8,gas,105507.0,automatic,pickup,,1.0,2018-08-19,28
16977,2008.0,chevrolet silverado 1500,excellent,,gas,134591.0,automatic,pickup,,,2019-03-08,57
26977,2012.0,gmc sierra 1500,excellent,8,gas,66475.0,automatic,pickup,black,1.0,2018-10-07,7
15990,2017.0,ford fusion se,good,4,gas,77447.0,automatic,sedan,grey,,2018-06-08,20
19977,2011.0,ford f-150,excellent,8,gas,133801.0,automatic,pickup,white,1.0,2018-09-01,25
15999,2018.0,volkswagen jetta,like new,4,gas,46101.0,automatic,sedan,white,,2018-10-23,87
8000,2003.0,ford f250,good,8,diesel,233000.0,automatic,truck,white,1.0,2018-07-22,27
21477,2012.0,jeep wrangler unlimited,excellent,6,gas,78123.0,manual,SUV,black,1.0,2019-03-19,68
3500,2006.0,hyundai sonata,excellent,6,gas,,manual,sedan,silver,,2019-01-28,60
9595,2013.0,chrysler 300,good,6,gas,,automatic,sedan,white,,2018-11-27,34
4000,2002.0,ford explorer,good,6,gas,175000.0,automatic,SUV,red,1.0,2019-03-07,82
18777,2013.0,ford f-150,excellent,6,gas,101860.0,automatic,pickup,white,1.0,2018-07-09,17
29925,2018.0,chevrolet silverado 1500,excellent,8,gas,30948.0,automatic,truck,black,1.0,2018-10-31,39
11495,2014.0,ford f-150,good,6,gas,165491.0,automatic,pickup,silver,1.0,2018-06-21,31
12595,2016.0,volkswagen passat,excellent,4,gas,35000.0,automatic,sedan,,,2018-05-23,78
43977,2014.0,gmc sierra 2500hd,excellent,8,diesel,69834.0,automatic,pickup,,1.0,2018-05-31,9
30500,2018.0,chevrolet camaro,like new,,gas,19458.0,automatic,convertible,red,,2018-05-06,35
3299,2006.0,dodge grand caravan,like new,6,gas,110.0,automatic,mini-van,,,2019-04-14,21
3500,2004.0,ford f350 super duty,fair,8,diesel,,automatic,truck,blue,1.0,2018-12-15,15
6300,2008.0,honda cr-v,good,4,gas,114000.0,automatic,SUV,blue,1.0,2018-05-01,22
25500,2014.0,ford f-150,good,6,gas,,automatic,pickup,,1.0,2019-01-07,35
29800,,chevrolet corvette,excellent,8,gas,57413.0,automatic,coupe,orange,,2018-06-04,18
9500,2008.0,toyota highlander,good,6,gas,149799.0,automatic,SUV,white,,2018-11-14,15
10995,,jeep grand cherokee,excellent,6,gas,101286.0,automatic,SUV,grey,1.0,2018-06-01,28
4950,2009.0,toyota camry,good,4,gas,202500.0,automatic,sedan,black,,2019-03-29,12
11900,2015.0,toyota camry,excellent,6,gas,130712.0,automatic,sedan,custom,,2018-05-17,22
22900,2014.0,toyota sienna,excellent,6,gas,29983.0,automatic,van,custom,,2018-12-27,50
9995,2011.0,honda cr-v,good,4,gas,104153.0,automatic,SUV,black,1.0,2018-12-01,68
30900,2016.0,toyota highlander,excellent,6,gas,28599.0,automatic,SUV,silver,,2018-12-24,48
4500,2006.0,ford explorer,good,,gas,87000.0,automatic,SUV,red,1.0,2018-05-08,19
30900,2016.0,toyota highlander,excellent,6,gas,26117.0,automatic,SUV,custom,,2018-06-23,27
6500,2011.0,toyota camry,excellent,4,gas,102000.0,automatic,sedan,,,2018-10-15,28
9495,,ford f-150,excellent,8,gas,149224.0,automatic,pickup,,1.0,2018-12-12,62
5000,1990.0,chevrolet suburban,good,,gas,217560.0,automatic,SUV,black,1.0,2019-02-04,48
1800,,chevrolet cruze,excellent,4,gas,79643.0,automatic,sedan,blue,,2018-07-07,29
41995,2016.0,chevrolet silverado 3500hd,excellent,8,diesel,76303.0,automatic,pickup,black,1.0,2018-07-12,25
4000,1990.0,chevrolet suburban,good,8,gas,220000.0,automatic,truck,silver,,2018-06-07,31
24995,2015.0,ford f-150,excellent,6,gas,16251.0,automatic,pickup,,1.0,2019-03-05,9
23995,2015.0,ford f-150,excellent,6,gas,90567.0,automatic,pickup,blue,1.0,2018-05-04,34
23995,2015.0,chevrolet silverado,excellent,8,gas,115123.0,automatic,pickup,,1.0,2019-01-05,94
13995,2014.0,hyundai santa fe,excellent,6,gas,98231.0,automatic,SUV,white,1.0,2019-02-10,81
13000,2002.0,chevrolet silverado 2500hd,good,,diesel,228540.0,automatic,truck,grey,1.0,2018-08-22,39
32900,2017.0,toyota highlander,excellent,6,gas,36897.0,automatic,SUV,black,,2018-06-18,16
24990,2006.0,ford f-350 sd,good,8,gas,65603.0,automatic,truck,red,1.0,2019-02-04,53
6400,2005.0,chevrolet silverado 1500,good,8,gas,178000.0,automatic,pickup,black,1.0,2019-03-19,4
3500,1999.0,chevrolet suburban,excellent,8,gas,,automatic,SUV,grey,1.0,2018-06-23,86
32990,2016.0,ford f-250 sd,good,,gas,5031.0,automatic,truck,black,1.0,2018-12-09,17
24990,2012.0,ford f-250 sd,good,8,gas,18005.0,automatic,truck,green,1.0,2018-08-03,30
9990,,ford f-250 sd,good,8,gas,70849.0,automatic,truck,,,2019-01-17,60
15000,2010.0,jeep wrangler,good,6,gas,106500.0,automatic,SUV,black,1.0,2018-07-10,21
1500,2015.0,chevrolet equinox,excellent,4,gas,99000.0,automatic,SUV,silver,1.0,2019-03-26,48
11950,2013.0,ford f-150,good,,gas,,automatic,truck,,1.0,2018-09-13,132
7950,2011.0,ford f-150,good,6,gas,171511.0,automatic,truck,white,1.0,2018-09-26,57
12950,2008.0,gmc sierra 2500hd,good,8,gas,129029.0,automatic,truck,,1.0,2018-06-29,18
47325,2018.0,ford f-150,excellent,8,gas,4071.0,automatic,truck,black,1.0,2019-03-18,97
28100,,ford mustang gt coupe 2d,good,,gas,22417.0,automatic,coupe,black,,2019-02-20,37
3000,,toyota 4runner,good,6,gas,200000.0,automatic,SUV,white,1.0,2018-06-02,9
5590,2008.0,toyota camry,excellent,4,gas,150000.0,automatic,sedan,silver,,2018-11-22,24
11900,2005.0,jeep wrangler,good,6,gas,150000.0,automatic,SUV,,1.0,2019-04-04,26
15750,2000.0,chevrolet corvette,excellent,8,gas,31000.0,automatic,convertible,black,,2018-05-06,16
1400,2013.0,chevrolet cruze,good,4,gas,,automatic,sedan,blue,,2018-05-28,42
1200,1993.0,jeep wrangler,fair,6,gas,181226.0,manual,offroad,green,1.0,2018-06-01,85
4550,2008.0,dodge grand caravan,good,,gas,138918.0,automatic,van,,,2018-10-31,13
3950,2007.0,ford taurus,good,6,gas,103889.0,automatic,sedan,,,2019-02-19,59
4950,2009.0,nissan altima,good,4,gas,143028.0,automatic,sedan,black,,2019-01-02,3
4950,2007.0,hyundai santa fe,good,6,gas,159665.0,automatic,SUV,custom,1.0,2018-05-24,51
2750,,nissan sentra,good,4,gas,172991.0,manual,sedan,blue,,2018-05-23,31
4450,2006.0,chevrolet equinox,good,6,gas,144828.0,automatic,SUV,grey,,2018-10-18,53
3950,2006.0,chevrolet malibu,good,6,gas,136288.0,automatic,hatchback,custom,,2018-08-04,40
6950,2007.0,ford explorer,good,6,gas,114175.0,automatic,SUV,custom,,2019-01-25,5
4250,2008.0,volkswagen jetta,good,5,gas,125818.0,automatic,sedan,white,,2018-09-28,29
4950,2003.0,dodge dakota,good,6,gas,188002.0,automatic,truck,custom,,2018-12-14,17
5750,2006.0,jeep grand cherokee,good,8,gas,151574.0,automatic,SUV,,1.0,2018-06-21,141
2600,2006.0,ford escape,good,8,gas,,automatic,SUV,green,1.0,2018-09-15,16
5195,2006.0,honda cr-v,excellent,4,gas,139000.0,automatic,SUV,brown,1.0,2019-02-10,108
19900,2015.0,ford f-250,good,8,gas,105000.0,automatic,truck,,1.0,2018-12-27,70
29500,,chevrolet silverado 1500,excellent,8,gas,51985.0,automatic,truck,white,1.0,2019-03-22,12
12900,2013.0,toyota rav4,excellent,4,gas,102743.0,automatic,SUV,silver,,2018-11-17,94
14990,2012.0,buick enclave,excellent,6,gas,72228.0,automatic,SUV,red,1.0,2019-01-26,54
12900,2014.0,jeep cherokee,excellent,4,gas,121571.0,automatic,SUV,,1.0,2018-09-02,39
4400,2007.0,honda civic,excellent,4,gas,127000.0,automatic,sedan,blue,,2018-10-15,71
2800,1999.0,toyota camry,good,4,gas,140640.0,automatic,sedan,silver,,2019-02-16,17
7600,2009.0,honda cr-v,good,4,gas,131600.0,automatic,SUV,blue,1.0,2019-02-07,16
17950,2011.0,jeep wrangler unlimited,excellent,6,gas,83974.0,automatic,SUV,black,1.0,2019-01-15,10
9950,2014.0,ford explorer,excellent,6,gas,111928.0,automatic,SUV,black,1.0,2018-05-31,24
13395,2012.0,gmc acadia,excellent,6,gas,83794.0,automatic,SUV,black,1.0,2018-06-19,42
9950,2013.0,toyota prius,excellent,4,hybrid,94970.0,automatic,hatchback,black,,2018-11-06,105
11880,2010.0,chevrolet suburban,excellent,8,gas,203820.0,automatic,SUV,silver,1.0,2018-10-03,3
21900,2011.0,ram 2500,excellent,8,gas,90000.0,automatic,truck,,1.0,2018-05-01,23
6995,2008.0,ford edge,excellent,6,gas,122942.0,automatic,sedan,white,1.0,2018-10-22,15
6995,2005.0,ram 1500,excellent,8,gas,171713.0,automatic,pickup,red,1.0,2018-09-13,52
14800,2006.0,ram 3500,good,8,diesel,260921.0,automatic,truck,red,1.0,2019-03-08,88
21991,2012.0,chevrolet silverado 2500hd,excellent,8,diesel,213420.0,automatic,pickup,,1.0,2018-09-09,38
3650,2011.0,ford focus se,good,4,gas,103000.0,automatic,sedan,,,2018-07-25,59
3500,1999.0,chevrolet silverado 1500,good,8,gas,152000.0,automatic,truck,black,1.0,2018-06-11,27
5350,2014.0,ford focus se,excellent,4,gas,85000.0,automatic,sedan,white,,2018-09-03,20
7995,2006.0,chevrolet silverado 1500,excellent,8,gas,155500.0,automatic,truck,custom,1.0,2019-03-19,35
18750,2013.0,ford f-150,excellent,,gas,124000.0,automatic,truck,,1.0,2018-11-09,69
8995,2006.0,chevrolet silverado 2500hd,excellent,8,gas,140610.0,automatic,truck,custom,1.0,2018-05-18,83
28000,2017.0,jeep wrangler,like new,6,gas,21000.0,automatic,SUV,black,1.0,2018-11-03,43
23990,2015.0,ford f-350 sd,good,8,gas,136940.0,automatic,truck,,1.0,2018-12-13,76
19490,2013.0,chevrolet silverado 2500hd,good,8,gas,77755.0,automatic,truck,custom,1.0,2019-02-19,10
14990,2012.0,jeep wrangler,good,6,gas,,automatic,SUV,silver,1.0,2018-08-30,27
28990,,ford f-350 sd,good,8,diesel,,automatic,truck,white,1.0,2018-11-15,5
13990,2006.0,ford f-350 sd,good,8,diesel,205944.0,automatic,truck,,,2018-09-11,15
14990,2010.0,ford econoline,good,8,gas,53366.0,automatic,truck,white,,2018-05-25,14
6995,2005.0,ram 1500,excellent,8,gas,144518.0,automatic,pickup,blue,1.0,2018-12-09,23
4495,2006.0,chevrolet tahoe,excellent,8,gas,,automatic,SUV,black,1.0,2019-01-02,65
10990,2008.0,ford f-350 sd,good,,gas,,automatic,truck,white,,2018-05-28,107
14995,2013.0,chevrolet suburban,good,8,gas,138215.0,automatic,SUV,black,1.0,2018-10-02,21
15995,2013.0,honda cr-v,excellent,4,gas,60150.0,automatic,wagon,,1.0,2018-05-12,79
7990,2006.0,ford econoline,good,8,gas,105429.0,automatic,van,white,,2018-11-05,16
18990,2000.0,ford f-350 sd,good,8,diesel,118774.0,automatic,truck,silver,1.0,2018-05-20,54
28990,2015.0,ford f-350 sd,good,8,diesel,53628.0,automatic,truck,white,1.0,2019-01-17,38
8995,2014.0,chevrolet cruze,excellent,4,gas,90700.0,automatic,sedan,white,,2018-09-19,76
12995,2015.0,kia sorento,excellent,4,gas,89400.0,automatic,wagon,red,1.0,2018-10-16,83
16490,,ford f-250 sd,good,8,gas,,automatic,truck,white,,2018-07-10,66
20990,2011.0,ford f-350 sd,good,8,gas,63887.0,automatic,truck,white,1.0,2018-05-23,52
14995,2008.0,chevrolet silverado 1500,excellent,8,gas,93300.0,automatic,truck,grey,1.0,2018-05-15,0
2000,2000.0,subaru forester,good,4,gas,138688.0,automatic,SUV,red,1.0,2018-05-09,17
21500,2015.0,jeep wrangler,like new,6,gas,72000.0,automatic,SUV,red,1.0,2018-12-19,16
6500,,chevrolet impala,excellent,6,gas,98500.0,automatic,sedan,,,2018-10-24,7
22490,2014.0,gmc sierra 1500,excellent,8,gas,96639.0,automatic,truck,,,2018-06-26,28
16200,2014.0,chevrolet camaro,excellent,6,gas,35876.0,automatic,coupe,red,,2018-06-24,34
23990,2014.0,gmc sierra 1500,excellent,8,gas,61944.0,automatic,truck,,,2019-04-06,67
12990,2015.0,chevrolet malibu,excellent,4,gas,67529.0,automatic,sedan,silver,,2018-12-29,60
27700,2015.0,ram 3500,excellent,6,diesel,137859.0,automatic,other,orange,1.0,2018-08-22,42
15990,2009.0,chevrolet tahoe,excellent,8,gas,95747.0,automatic,SUV,red,,2018-12-13,1
33500,2017.0,ford f-150,excellent,6,gas,67783.0,automatic,truck,silver,1.0,2018-09-19,53
23990,2014.0,jeep grand cherokee,excellent,8,gas,44669.0,automatic,SUV,blue,1.0,2018-07-28,62
40990,,gmc sierra 2500hd,excellent,8,diesel,86434.0,automatic,truck,silver,1.0,2018-10-25,78
21450,2015.0,toyota highlander,excellent,6,gas,89203.0,automatic,SUV,white,,2018-11-26,19
8995,2007.0,chevrolet colorado,excellent,4,gas,148012.0,automatic,truck,red,1.0,2018-11-14,38
22500,,ford explorer,excellent,6,gas,51590.0,automatic,SUV,white,,2018-08-01,10
15750,2012.0,ram 1500,excellent,8,gas,134695.0,automatic,truck,black,1.0,2018-09-26,45
29900,2018.0,toyota 4runner,like new,6,gas,23250.0,automatic,SUV,white,1.0,2018-07-06,65
5999,2005.0,ford mustang,excellent,6,gas,164832.0,automatic,convertible,,,2018-12-03,73
39900,2014.0,ram 2500,excellent,6,diesel,54500.0,manual,truck,,1.0,2018-11-26,63
9995,2004.0,ram 2500,excellent,6,diesel,247152.0,manual,truck,white,,2018-09-22,21
15500,2016.0,chevrolet malibu,excellent,4,gas,60876.0,automatic,sedan,red,,2018-08-20,55
28250,2017.0,jeep wrangler,excellent,6,gas,39502.0,automatic,SUV,black,1.0,2018-12-04,59
42995,2018.0,chevrolet suburban,excellent,8,gas,40800.0,automatic,SUV,black,1.0,2019-02-11,2
30750,2015.0,chevrolet suburban,excellent,8,gas,,automatic,SUV,white,,2018-06-04,54
31900,2017.0,ford f-150,excellent,8,gas,,automatic,truck,white,1.0,2019-02-02,14
4500,2012.0,ford f-250,good,8,diesel,324000.0,automatic,pickup,white,,2018-10-04,72
12995,2013.0,nissan rogue,excellent,4,gas,46150.0,automatic,wagon,black,1.0,2019-02-28,34
11500,2014.0,honda cr-v,good,4,gas,56000.0,automatic,SUV,grey,1.0,2018-09-01,13
21988,2009.0,ford f-250,like new,8,diesel,105677.0,automatic,truck,silver,1.0,2018-05-29,84
20488,2011.0,ford f-150,like new,6,gas,113114.0,automatic,truck,black,1.0,2018-11-02,3
17998,2018.0,nissan altima,excellent,4,gas,35745.0,automatic,sedan,silver,,2018-12-04,32
